UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
100654, 0,"R",259,"R",54,"R",55,"R",100,"R",45,"R",0,"R",5
100654,10,"R",259,"R",54,"R",55,"R",100,"R",45,"R",0,"R",5
100654,20,"R",83,"R",47,"R",25,"R",11,"R",0,"R",0,"R",0
100654,30,"R",60,"R",2,"R",17,"R",37,"R",3,"R",0,"R",1
100654,40,"R",116,"R",5,"R",13,"R",52,"R",42,"R",0,"R",4
100654,42,"R",116,"R",5,"R",13,"R",52,"R",42,"R",0,"R",4
100663, 0,"R",2444,"R",718,"R",614,"R",894,"R",218,"R",0,"R",0
100663,10,"R",2444,"R",718,"R",614,"R",894,"R",218,"R",0,"R",0
100663,20,"R",855,"R",587,"R",266,"R",2,"R",0,"R",0,"R",0
100663,30,"R",533,"R",11,"R",107,"R",415,"R",0,"R",0,"R",0
100663,40,"R",1056,"R",120,"R",241,"R",477,"R",218,"R",0,"R",0
100663,42,"R",1056,"R",120,"R",241,"R",477,"R",218,"R",0,"R",0
100690, 0,"R",33,"R",13,"R",10,"R",8,"R",2,"R",0,"R",0
100690,10,"R",33,"R",13,"R",10,"R",8,"R",2,"R",0,"R",0
100690,40,"R",33,"R",13,"R",10,"R",8,"R",2,"R",0,"R",0
100690,42,"R",24,"R",9,"R",9,"R",5,"R",1,"R",0,"R",0
100690,43,"R",9,"R",4,"R",1,"R",3,"R",1,"R",0,"R",0
100706, 0,"R",347,"R",64,"R",107,"R",90,"R",14,"R",72,"R",0
100706,10,"R",347,"R",64,"R",107,"R",90,"R",14,"R",72,"R",0
100706,20,"R",158,"R",64,"R",93,"R",1,"R",0,"R",0,"R",0
100706,30,"R",69,"R",0,"R",5,"R",64,"R",0,"R",0,"R",0
100706,40,"R",120,"R",0,"R",9,"R",25,"R",14,"R",72,"R",0
100706,41,"R",118,"R",0,"R",9,"R",24,"R",14,"R",71,"R",0
100706,42,"R",2,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0
100706,44,"R",118,"R",0,"R",9,"R",24,"R",14,"R",71,"R",0
100724, 0,"R",227,"R",54,"R",71,"R",61,"R",38,"R",0,"R",3
100724,10,"R",224,"R",54,"R",71,"R",61,"R",38,"R",0,"R",0
100724,20,"R",112,"R",54,"R",54,"R",4,"R",0,"R",0,"R",0
100724,30,"R",56,"R",0,"R",15,"R",41,"R",0,"R",0,"R",0
100724,40,"R",56,"R",0,"R",2,"R",16,"R",38,"R",0,"R",0
100724,42,"R",56,"R",0,"R",2,"R",16,"R",38,"R",0,"R",0
100724,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
100751, 0,"R",1484,"R",311,"R",352,"R",494,"R",310,"R",17,"R",0
100751,10,"R",1484,"R",311,"R",352,"R",494,"R",310,"R",17,"R",0
100751,20,"R",591,"R",283,"R",301,"R",7,"R",0,"R",0,"R",0
100751,30,"R",401,"R",15,"R",20,"R",366,"R",0,"R",0,"R",0
100751,40,"R",492,"R",13,"R",31,"R",121,"R",310,"R",17,"R",0
100751,42,"R",490,"R",13,"R",31,"R",121,"R",308,"R",17,"R",0
100751,43,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
100760, 0,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48
100760,10,"R",44,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44
100760,20,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
100760,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
100760,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100760,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100760,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
100812, 0,"R",86,"R",29,"R",19,"R",33,"R",4,"R",0,"R",1
100812,10,"R",86,"R",29,"R",19,"R",33,"R",4,"R",0,"R",1
100812,20,"R",60,"R",29,"R",19,"R",12,"R",0,"R",0,"R",0
100812,30,"R",21,"R",0,"R",0,"R",21,"R",0,"R",0,"R",0
100812,40,"R",5,"R",0,"R",0,"R",0,"R",4,"R",0,"R",1
100812,42,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
100812,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100830, 0,"R",211,"R",51,"R",63,"R",63,"R",0,"R",34,"R",0
100830,10,"R",211,"R",51,"R",63,"R",63,"R",0,"R",34,"R",0
100830,20,"R",108,"R",50,"R",54,"R",4,"R",0,"R",0,"R",0
100830,30,"R",57,"R",0,"R",8,"R",49,"R",0,"R",0,"R",0
100830,40,"R",46,"R",1,"R",1,"R",10,"R",0,"R",34,"R",0
100830,41,"R",13,"R",1,"R",1,"R",10,"R",0,"R",1,"R",0
100830,42,"R",33,"R",0,"R",0,"R",0,"R",0,"R",33,"R",0
100830,44,"R",13,"R",1,"R",1,"R",10,"R",0,"R",1,"R",0
100858, 0,"R",1375,"R",407,"R",385,"R",358,"R",81,"R",136,"R",8
100858,10,"R",1375,"R",407,"R",385,"R",358,"R",81,"R",136,"R",8
100858,20,"R",718,"R",396,"R",321,"R",1,"R",0,"R",0,"R",0
100858,30,"R",336,"R",4,"R",29,"R",303,"R",0,"R",0,"R",0
100858,40,"R",321,"R",7,"R",35,"R",54,"R",81,"R",136,"R",8
100858,43,"R",321,"R",7,"R",35,"R",54,"R",81,"R",136,"R",8
100937, 0,"R",96,"R",39,"R",22,"R",22,"R",12,"R",1,"R",0
100937,10,"R",96,"R",39,"R",22,"R",22,"R",12,"R",1,"R",0
100937,20,"R",60,"R",39,"R",21,"R",0,"R",0,"R",0,"R",0
100937,30,"R",22,"R",0,"R",1,"R",21,"R",0,"R",0,"R",0
100937,40,"R",14,"R",0,"R",0,"R",1,"R",12,"R",1,"R",0
100937,42,"R",14,"R",0,"R",0,"R",1,"R",12,"R",1,"R",0
101028, 0,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101028,10,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101028,20,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
101028,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101116, 0,"R",6,"R",0,"R",1,"R",1,"R",4,"R",0,"R",0
101116,10,"R",6,"R",0,"R",1,"R",1,"R",4,"R",0,"R",0
101116,40,"R",6,"R",0,"R",1,"R",1,"R",4,"R",0,"R",0
101116,41,"R",6,"R",0,"R",1,"R",1,"R",4,"R",0,"R",0
101116,45,"R",6,"R",0,"R",1,"R",1,"R",4,"R",0,"R",0
101143, 0,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47
101143,10,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47
101143,20,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32
101143,30,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
101143,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101143,41,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101143,45,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101161, 0,"R",161,"R",0,"R",0,"R",0,"R",0,"R",0,"R",161
101161,10,"R",161,"R",0,"R",0,"R",0,"R",0,"R",0,"R",161
101161,20,"R",109,"R",0,"R",0,"R",0,"R",0,"R",0,"R",109
101161,30,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50
101161,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101161,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101189, 0,"R",123,"R",33,"R",27,"R",36,"R",3,"R",23,"R",1
101189,10,"R",123,"R",33,"R",27,"R",36,"R",3,"R",23,"R",1
101189,20,"R",51,"R",29,"R",20,"R",2,"R",0,"R",0,"R",0
101189,30,"R",44,"R",4,"R",6,"R",31,"R",2,"R",0,"R",1
101189,40,"R",28,"R",0,"R",1,"R",3,"R",1,"R",23,"R",0
101189,42,"R",28,"R",0,"R",1,"R",3,"R",1,"R",23,"R",0
101240, 0,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0,"R",139
101240,10,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0,"R",139
101240,20,"R",118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",118
101240,30,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18
101240,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101240,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101286, 0,"R",135,"R",0,"R",0,"R",0,"R",0,"R",0,"R",135
101286,10,"R",135,"R",0,"R",0,"R",0,"R",0,"R",0,"R",135
101286,20,"R",95,"R",0,"R",0,"R",0,"R",0,"R",0,"R",95
101286,30,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
101286,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101286,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101295, 0,"R",125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",125
101295,10,"R",125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",125
101295,20,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88
101295,30,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
101295,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101295,43,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101301, 0,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53
101301,10,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53
101301,20,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101301,30,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
101301,40,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
101301,42,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
101365, 0,"R",15,"R",1,"R",0,"R",8,"R",6,"R",0,"R",0
101365,10,"R",15,"R",1,"R",0,"R",8,"R",6,"R",0,"R",0
101365,40,"R",15,"R",1,"R",0,"R",8,"R",6,"R",0,"R",0
101365,41,"R",15,"R",1,"R",0,"R",8,"R",6,"R",0,"R",0
101365,45,"R",15,"R",1,"R",0,"R",8,"R",6,"R",0,"R",0
101435, 0,"R",55,"R",16,"R",8,"R",21,"R",10,"R",0,"R",0
101435,10,"R",55,"R",16,"R",8,"R",21,"R",10,"R",0,"R",0
101435,20,"R",24,"R",16,"R",8,"R",0,"R",0,"R",0,"R",0
101435,30,"R",21,"R",0,"R",0,"R",21,"R",0,"R",0,"R",0
101435,40,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
101435,41,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
101435,42,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
101435,44,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
101453, 0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101453,10,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101453,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101453,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101462, 0,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
101462,10,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
101462,20,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
101462,30,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101462,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101462,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101471, 0,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101471,10,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101471,20,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101471,30,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101471,40,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28
101471,42,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28
101480, 0,"R",324,"R",99,"R",65,"R",67,"R",93,"R",0,"R",0
101480,10,"R",324,"R",99,"R",65,"R",67,"R",93,"R",0,"R",0
101480,20,"R",139,"R",91,"R",46,"R",2,"R",0,"R",0,"R",0
101480,30,"R",108,"R",8,"R",19,"R",65,"R",16,"R",0,"R",0
101480,40,"R",77,"R",0,"R",0,"R",0,"R",77,"R",0,"R",0
101480,42,"R",77,"R",0,"R",0,"R",0,"R",77,"R",0,"R",0
101505, 0,"R",142,"R",0,"R",0,"R",0,"R",0,"R",0,"R",142
101505,10,"R",142,"R",0,"R",0,"R",0,"R",0,"R",0,"R",142
101505,20,"R",123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123
101505,30,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101514, 0,"R",149,"R",0,"R",0,"R",0,"R",0,"R",0,"R",149
101514,10,"R",149,"R",0,"R",0,"R",0,"R",0,"R",0,"R",149
101514,20,"R",105,"R",0,"R",0,"R",0,"R",0,"R",0,"R",105
101514,30,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32
101514,40,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101514,42,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101541, 0,"R",28,"R",1,"R",9,"R",18,"R",0,"R",0,"R",0
101541,10,"R",28,"R",1,"R",9,"R",18,"R",0,"R",0,"R",0
101541,20,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",0
101541,30,"R",24,"R",0,"R",6,"R",18,"R",0,"R",0,"R",0
101569, 0,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88
101569,10,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88
101569,20,"R",69,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69
101569,30,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101587, 0,"R",112,"R",21,"R",32,"R",35,"R",21,"R",3,"R",0
101587,10,"R",112,"R",21,"R",32,"R",35,"R",21,"R",3,"R",0
101587,20,"R",55,"R",18,"R",22,"R",15,"R",0,"R",0,"R",0
101587,30,"R",23,"R",3,"R",7,"R",13,"R",0,"R",0,"R",0
101587,40,"R",34,"R",0,"R",3,"R",7,"R",21,"R",3,"R",0
101587,42,"R",34,"R",0,"R",3,"R",7,"R",21,"R",3,"R",0
101602, 0,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101602,10,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101602,20,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
101602,30,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101602,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101602,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101648, 0,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
101648,10,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
101648,20,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101648,30,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101648,40,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101648,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101675, 0,"R",83,"R",7,"R",6,"R",25,"R",45,"R",0,"R",0
101675,10,"R",83,"R",7,"R",6,"R",25,"R",45,"R",0,"R",0
101675,20,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
101675,30,"R",77,"R",1,"R",6,"R",25,"R",45,"R",0,"R",0
101693, 0,"R",76,"R",16,"R",19,"R",30,"R",11,"R",0,"R",0
101693,10,"R",76,"R",16,"R",19,"R",30,"R",11,"R",0,"R",0
101693,20,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
101693,30,"R",58,"R",9,"R",19,"R",30,"R",0,"R",0,"R",0
101693,40,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
101693,42,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
101709, 0,"R",147,"R",47,"R",45,"R",46,"R",9,"R",0,"R",0
101709,10,"R",147,"R",47,"R",45,"R",46,"R",9,"R",0,"R",0
101709,20,"R",96,"R",47,"R",44,"R",5,"R",0,"R",0,"R",0
101709,30,"R",41,"R",0,"R",1,"R",40,"R",0,"R",0,"R",0
101709,40,"R",10,"R",0,"R",0,"R",1,"R",9,"R",0,"R",0
101709,41,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
101709,42,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
101709,45,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
101736, 0,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72
101736,10,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72
101736,20,"R",52,"R",0,"R",0,"R",0,"R",0,"R",0,"R",52
101736,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101736,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101736,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101879, 0,"R",264,"R",67,"R",65,"R",85,"R",44,"R",0,"R",3
101879,10,"R",262,"R",67,"R",65,"R",85,"R",44,"R",0,"R",1
101879,20,"R",133,"R",66,"R",51,"R",16,"R",0,"R",0,"R",0
101879,30,"R",80,"R",1,"R",13,"R",66,"R",0,"R",0,"R",0
101879,40,"R",49,"R",0,"R",1,"R",3,"R",44,"R",0,"R",1
101879,41,"R",10,"R",0,"R",1,"R",1,"R",8,"R",0,"R",0
101879,42,"R",39,"R",0,"R",0,"R",2,"R",36,"R",0,"R",1
101879,44,"R",10,"R",0,"R",1,"R",1,"R",8,"R",0,"R",0
101879,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101897, 0,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101897,10,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101897,20,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101897,40,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101897,42,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101912, 0,"R",111,"R",18,"R",40,"R",48,"R",0,"R",0,"R",5
101912,10,"R",111,"R",18,"R",40,"R",48,"R",0,"R",0,"R",5
101912,20,"R",9,"R",4,"R",5,"R",0,"R",0,"R",0,"R",0
101912,30,"R",55,"R",12,"R",20,"R",23,"R",0,"R",0,"R",0
101912,40,"R",47,"R",2,"R",15,"R",25,"R",0,"R",0,"R",5
101912,42,"R",22,"R",1,"R",7,"R",9,"R",0,"R",0,"R",5
101912,43,"R",25,"R",1,"R",8,"R",16,"R",0,"R",0,"R",0
101994, 0,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101994,10,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101994,20,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101994,30,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
102030, 0,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74
102030,10,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74
102030,20,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
102030,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
102030,40,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
102030,42,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
102049, 0,"R",361,"R",130,"R",83,"R",122,"R",26,"R",0,"R",0
102049,10,"R",361,"R",130,"R",83,"R",122,"R",26,"R",0,"R",0
102049,20,"R",176,"R",114,"R",60,"R",2,"R",0,"R",0,"R",0
102049,30,"R",91,"R",8,"R",9,"R",74,"R",0,"R",0,"R",0
102049,40,"R",94,"R",8,"R",14,"R",46,"R",26,"R",0,"R",0
102049,42,"R",50,"R",6,"R",11,"R",22,"R",11,"R",0,"R",0
102049,43,"R",44,"R",2,"R",3,"R",24,"R",15,"R",0,"R",0
102058, 0,"P",4,"R",0,"R",0,"P",1,"P",3,"R",0,"R",0
102058,10,"P",4,"R",0,"R",0,"P",1,"P",3,"R",0,"R",0
102058,40,"P",4,"R",0,"R",0,"P",1,"P",3,"R",0,"R",0
102058,42,"P",4,"R",0,"R",0,"P",1,"P",3,"R",0,"R",0
102067, 0,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
102067,10,"R",92,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92
102067,20,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76
102067,30,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
102076, 0,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36
102076,10,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36
102076,20,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33
102076,30,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102094, 0,"R",782,"R",158,"R",171,"R",317,"R",135,"R",1,"R",0
102094,10,"R",782,"R",158,"R",171,"R",317,"R",135,"R",1,"R",0
102094,20,"R",241,"R",125,"R",109,"R",7,"R",0,"R",0,"R",0
102094,30,"R",147,"R",3,"R",11,"R",133,"R",0,"R",0,"R",0
102094,40,"R",394,"R",30,"R",51,"R",177,"R",135,"R",1,"R",0
102094,42,"R",394,"R",30,"R",51,"R",177,"R",135,"R",1,"R",0
102234, 0,"R",85,"R",14,"R",37,"R",29,"R",5,"R",0,"R",0
102234,10,"R",85,"R",14,"R",37,"R",29,"R",5,"R",0,"R",0
102234,20,"R",48,"R",14,"R",33,"R",1,"R",0,"R",0,"R",0
102234,30,"R",26,"R",0,"R",3,"R",23,"R",0,"R",0,"R",0
102234,40,"R",11,"R",0,"R",1,"R",5,"R",5,"R",0,"R",0
102234,42,"R",11,"R",0,"R",1,"R",5,"R",5,"R",0,"R",0
102270, 0,"R",40,"R",4,"R",17,"R",11,"R",5,"R",0,"R",3
102270,10,"R",37,"R",4,"R",17,"R",11,"R",5,"R",0,"R",0
102270,20,"R",17,"R",4,"R",12,"R",1,"R",0,"R",0,"R",0
102270,30,"R",20,"R",0,"R",5,"R",10,"R",5,"R",0,"R",0
102270,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102298, 0,"R",42,"R",5,"R",12,"R",18,"R",7,"R",0,"R",0
102298,10,"R",42,"R",5,"R",12,"R",18,"R",7,"R",0,"R",0
102298,20,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0
102298,30,"R",34,"R",1,"R",8,"R",18,"R",7,"R",0,"R",0
102313, 0,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64
102313,10,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64
102313,20,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
102313,30,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
102368, 0,"R",541,"R",66,"R",159,"R",154,"R",0,"R",158,"R",4
102368,10,"R",541,"R",66,"R",159,"R",154,"R",0,"R",158,"R",4
102368,20,"R",256,"R",59,"R",146,"R",49,"R",0,"R",1,"R",1
102368,30,"R",120,"R",3,"R",12,"R",105,"R",0,"R",0,"R",0
102368,40,"R",165,"R",4,"R",1,"R",0,"R",0,"R",157,"R",3
102368,41,"R",165,"R",4,"R",1,"R",0,"R",0,"R",157,"R",3
102368,45,"R",165,"R",4,"R",1,"R",0,"R",0,"R",157,"R",3
102377, 0,"R",263,"R",48,"R",54,"R",97,"R",6,"R",11,"R",47
102377,10,"R",255,"R",48,"R",54,"R",97,"R",6,"R",11,"R",39
102377,20,"R",86,"R",44,"R",35,"R",7,"R",0,"R",0,"R",0
102377,30,"R",61,"R",1,"R",6,"R",49,"R",4,"R",0,"R",1
102377,40,"R",108,"R",3,"R",13,"R",41,"R",2,"R",11,"R",38
102377,42,"R",3,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0
102377,43,"R",105,"R",3,"R",13,"R",40,"R",0,"R",11,"R",38
102377,50,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
102395, 0,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0
102395,10,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0
102395,40,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0
102395,41,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0
102395,45,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0
102429, 0,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
102429,10,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
102429,20,"R",95,"R",0,"R",0,"R",0,"R",0,"R",0,"R",95
102429,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
102429,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102429,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102429,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102553, 0,"R",494,"R",113,"R",136,"R",190,"R",42,"R",0,"R",13
102553,10,"R",482,"R",113,"R",136,"R",190,"R",42,"R",0,"R",1
102553,20,"R",242,"R",110,"R",129,"R",3,"R",0,"R",0,"R",0
102553,30,"R",109,"R",1,"R",4,"R",104,"R",0,"R",0,"R",0
102553,40,"R",131,"R",2,"R",3,"R",83,"R",42,"R",0,"R",1
102553,41,"R",16,"R",1,"R",0,"R",14,"R",1,"R",0,"R",0
102553,42,"R",107,"R",1,"R",3,"R",66,"R",37,"R",0,"R",0
102553,43,"R",8,"R",0,"R",0,"R",3,"R",4,"R",0,"R",1
102553,44,"R",16,"R",1,"R",0,"R",14,"R",1,"R",0,"R",0
102553,50,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
102614, 0,"R",337,"R",84,"R",98,"R",108,"R",26,"R",0,"R",21
102614,10,"R",320,"R",84,"R",98,"R",108,"R",26,"R",0,"R",4
102614,20,"R",171,"R",83,"R",87,"R",1,"R",0,"R",0,"R",0
102614,30,"R",70,"R",1,"R",5,"R",64,"R",0,"R",0,"R",0
102614,40,"R",79,"R",0,"R",6,"R",43,"R",26,"R",0,"R",4
102614,42,"R",14,"R",0,"R",1,"R",10,"R",2,"R",0,"R",1
102614,43,"R",65,"R",0,"R",5,"R",33,"R",24,"R",0,"R",3
102614,50,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
102632, 0,"R",103,"R",18,"R",29,"R",51,"R",1,"R",0,"R",4
102632,10,"R",99,"R",18,"R",29,"R",51,"R",1,"R",0,"R",0
102632,20,"R",46,"R",17,"R",28,"R",1,"R",0,"R",0,"R",0
102632,30,"R",15,"R",0,"R",0,"R",15,"R",0,"R",0,"R",0
102632,40,"R",38,"R",1,"R",1,"R",35,"R",1,"R",0,"R",0
